task,archive_path,parent_path,archive_method_family,transfer_hint,source_policy,archive_nodes,archive_initializers,archive_initializer_elements,archive_constant_elements,archive_parameter_elements_static,archive_terminal_op,archive_op_types,archive_opset,archive_file_size,parent_nodes,parent_initializers,parent_initializer_elements,parent_constant_elements,parent_parameter_elements_static,parent_terminal_op,parent_op_types,parent_opset,parent_file_size,archive_score_task,archive_score_path,archive_score_ok,archive_score_valid_all_checked,archive_score_examples_checked,archive_score_examples_passed,archive_score_examples_failed,archive_score_memory,archive_score_params,archive_score_cost,archive_score_points,archive_score_file_size,archive_score_sha256,archive_score_error,parent_score_task,parent_score_path,parent_score_ok,parent_score_valid_all_checked,parent_score_examples_checked,parent_score_examples_passed,parent_score_examples_failed,parent_score_memory,parent_score_params,parent_score_cost,parent_score_points,parent_score_file_size,parent_score_sha256,parent_score_error,archive_minus_parent_cost,archive_lower_and_valid
task175,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task175.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task175.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,15,8,937,0,937,Gather,ArgMax:3;Cast:3;Equal:1;Gather:1;Max:1;Mod:1;ReduceMax:1;Slice:2;Squeeze:1;Sum:1,12,5013,15,8,937,0,937,Gather,ArgMax:3;Cast:3;Equal:1;Gather:1;Max:1;Mod:1;ReduceMax:1;Slice:2;Squeeze:1;Sum:1,12,5426,task175,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task175.onnx,True,True,266,266,0,318,937,1255,17.865109148434115,5013,fe7db63dc72861eccfc34b3ebde598caab2df3f5b6007b03a8b7c8b9b44288df,,task175,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task175.onnx,True,True,266,266,0,318,937,1255,17.865109148434115,5426,21622774d6eb77d7cecb95e7b10b76a7cf068e781b8019608425e20f8b48f021,,0,False
task176,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task176.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task176.onnx,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,analysis_only_do_not_copy_or_submit_archive_model,1,3,210,0,210,Einsum,Einsum:1,17,1044,1,3,210,0,210,Einsum,Einsum:1,17,1044,task176,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task176.onnx,True,True,25,25,0,0,210,210,19.65289246928253,1044,90377d7d18ecb829911a960afcc184f1b8c3c7509cf4e6fa56ca8edd1acbd75b,,task176,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task176.onnx,True,True,25,25,0,0,210,210,19.65289246928253,1044,90377d7d18ecb829911a960afcc184f1b8c3c7509cf4e6fa56ca8edd1acbd75b,,0,False
task177,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task177.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task177.onnx,general_tensor_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,11,7,49,0,49,Pad,Add:1;ArgMax:2;Einsum:3;Equal:1;OneHot:2;Pad:1;Sub:1,18,1019,11,8,47,0,47,Pad,Add:1;ArgMax:2;Einsum:3;Equal:1;OneHot:2;Pad:1;Sub:1,18,1065,task177,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task177.onnx,True,True,265,265,0,3200,49,3249,16.9138974643309,1019,100d536805bbd282ce6556cb89c1e332fc442ff80ad76a9973cd9a9124b698be,,task177,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task177.onnx,True,True,265,265,0,3200,47,3247,16.914513227897153,1065,b7c20a0c5131a9466a63329eb801967afb3dadfea171af4227ed60c2b1a7821d,,2,False
task178,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task178.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task178.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,35,19,60,0,60,Pad,And:2;Cast:6;Concat:1;Conv:2;Equal:3;Gather:2;Not:2;Pad:1;ReduceMax:1;Reshape:3;Slice:6;TopK:1;Where:5,18,4598,35,19,60,0,60,Pad,And:2;Cast:6;Concat:1;Conv:2;Equal:3;Gather:2;Not:2;Pad:1;ReduceMax:1;Reshape:3;Slice:6;TopK:1;Where:5,18,4598,task178,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task178.onnx,True,True,268,268,0,702,60,762,18.364053444313353,4598,66e61c74de60b59862917174af88c27556867a02d2fde541244f71c6f2812294,,task178,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task178.onnx,True,True,268,268,0,702,60,762,18.364053444313353,4598,66e61c74de60b59862917174af88c27556867a02d2fde541244f71c6f2812294,,0,False
task179,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task179.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task179.onnx,small_direct_graph,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,1,0,0,0,0,Transpose,Transpose:1,12,170,1,0,0,0,0,Transpose,Transpose:1,12,170,task179,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task179.onnx,True,True,267,267,0,0,0,0,25.0,170,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,,task179,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task179.onnx,True,True,267,267,0,0,0,0,25.0,170,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,,0,False
task180,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task180.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task180.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,1,2,210,0,210,Conv,Conv:1,13,1110,1,2,210,0,210,Conv,Conv:1,13,1110,task180,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task180.onnx,True,True,268,268,0,0,210,210,19.65289246928253,1110,40910c472a459cc9c5bb649650df59db214116c5b2f43029040bd721b00c8ac3,,task180,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task180.onnx,True,True,268,268,0,0,210,210,19.65289246928253,1110,40910c472a459cc9c5bb649650df59db214116c5b2f43029040bd721b00c8ac3,,0,False
task181,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task181.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task181.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,6,8,167,0,167,ScatterND,Cast:1;GatherND:1;Mul:1;ScatterND:1;Slice:1;Where:1,16,2291,6,8,167,0,167,ScatterND,Cast:1;GatherND:1;Mul:1;ScatterND:1;Slice:1;Where:1,16,2291,task181,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task181.onnx,True,True,266,266,0,201,167,368,19.09191706183107,2291,eaebe82c3c33be788434a1f3c0fac14f5410d1ca8255ba6e9c33d779e7902f8b,,task181,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task181.onnx,True,True,266,266,0,201,167,368,19.09191706183107,2291,eaebe82c3c33be788434a1f3c0fac14f5410d1ca8255ba6e9c33d779e7902f8b,,0,False
task182,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task182.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task182.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,32,16,71,0,71,Equal,Add:5;And:1;ArgMax:2;AveragePool:2;Cast:7;Concat:1;Conv:1;Equal:2;Greater:1;GreaterOrEqual:1;MaxPool:1;Pad:1;QLinearConv:1;ReduceSum:1;Reshape:2;Slice:2;Where:1,18,2135,32,16,71,0,71,Equal,Add:5;And:1;ArgMax:2;AveragePool:2;Cast:7;Concat:1;Conv:1;Equal:2;Greater:1;GreaterOrEqual:1;MaxPool:1;Pad:1;QLinearConv:1;ReduceSum:1;Reshape:2;Slice:2;Where:1,18,2135,task182,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task182.onnx,True,True,267,267,0,6024,71,6095,16.28477595808463,2135,d52fe5f210be17ee30353ed473d10acfc60bcff05936bbb1f6dfc9d3aa604217,,task182,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task182.onnx,True,True,267,267,0,6024,71,6095,16.28477595808463,2135,d52fe5f210be17ee30353ed473d10acfc60bcff05936bbb1f6dfc9d3aa604217,,0,False
task183,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task183.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task183.onnx,general_tensor_graph,rederive_rule_with_fewer_materialized_intermediates,analysis_only_do_not_copy_or_submit_archive_model,31,11,73,0,73,Pad,Cast:6;Div:1;Einsum:5;Equal:1;Less:2;Max:1;Pad:1;Slice:1;Sub:5;Transpose:2;Where:6,18,1535,40,37,219,0,219,Pad,Cast:4;Einsum:1;Equal:1;Less:4;Max:1;Mul:1;Pad:1;Slice:13;Where:14,18,6467,task183,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task183.onnx,True,True,265,265,0,727,73,800,18.315388272332072,1535,5980404bc12b0311e166edc94d0384f6141ead2990d6a9182d0d52f88197d929,,task183,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task183.onnx,True,True,265,265,0,805,219,1024,18.068528194400546,6467,bb4cfc4ace6bfd71dfecbf1fea89d780d74f15e5759e562d5661352f0701b936,,-224,True
task184,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task184.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task184.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,16,13,119,0,119,Pad,Cast:4;Einsum:3;Equal:2;Pad:1;QLinearConv:4;Sign:2,18,1931,16,13,90,0,90,Pad,Cast:4;Einsum:3;Equal:2;Pad:1;QLinearConv:4;Sign:2,18,1814,task184,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task184.onnx,True,True,169,169,0,1920,119,2039,17.379785229425543,1931,3360dec3ae934908e4541d9649feaaa26123161342a4243b0942c952199a96ef,,task184,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task184.onnx,True,True,169,169,0,1920,90,2010,17.394109998946877,1814,41717cb2c5a574377537ae2ddf1e20e3bfd95a0b4789ac0adc8c75b35449c98b,,29,False
task185,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task185.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task185.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,41,23,304,0,304,Pad,Add:2;And:2;ArgMax:2;Cast:6;Conv:4;Equal:5;Gather:2;Less:2;Min:2;Mod:1;Pad:3;ReduceMax:2;Slice:4;Where:4,18,4032,41,12,104,0,104,Pad,Add:4;And:1;ArgMax:4;AveragePool:1;Cast:6;Concat:1;Div:1;Einsum:4;Equal:4;Greater:2;MaxPool:1;Mul:5;Not:1;Pad:1;ReduceMax:1;RoiAlign:1;Sub:1;Where:2,16,2266,task185,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task185.onnx,True,True,267,267,0,1651,304,1955,17.421854527580535,4032,cb2e45d47238e214af7d278e0c2bbd7c327446c2ad7c099e294bef0f338419a6,,task185,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task185.onnx,True,True,267,267,0,1578,104,1682,17.572261159467107,2266,93cd5d7c7bd5ce475995eb36bb7f09c9ee07f9e6ed21595e026e89edde1cd19a,,273,False
task186,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task186.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task186.onnx,reduction_mask_logic,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,5,4,23,0,23,Pad,GlobalLpPool:1;Less:1;Pad:1;ReduceMax:1;Where:1,13,602,5,4,23,0,23,Pad,GlobalLpPool:1;Less:1;Pad:1;ReduceMax:1;Where:1,13,602,task186,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task186.onnx,True,True,267,267,0,80,23,103,20.365271011770364,602,3d138ea3d8b3c6443573278009cc3169d10ea4160442e664e3d538ea908cc034,,task186,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task186.onnx,True,True,267,267,0,80,23,103,20.365271011770364,602,3d138ea3d8b3c6443573278009cc3169d10ea4160442e664e3d538ea908cc034,,0,False
task187,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task187.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task187.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,92,30,505,0,505,Equal,Add:2;BitShift:11;BitwiseAnd:25;BitwiseNot:1;BitwiseOr:16;BitwiseXor:3;Cast:4;Concat:1;Conv:2;Equal:1;Gather:13;Greater:4;Pad:1;Slice:7;Sub:1,18,12620,92,30,505,0,505,Equal,Add:2;BitShift:11;BitwiseAnd:25;BitwiseNot:1;BitwiseOr:16;BitwiseXor:3;Cast:4;Concat:1;Conv:2;Equal:1;Gather:13;Greater:4;Pad:1;Slice:7;Sub:1,18,12620,task187,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task187.onnx,True,True,266,266,0,15285,505,15790,15.332867892750313,12620,71f5e0811c117de003029310efe474b0c5152e1b43a750736c3fe235e224b4a3,,task187,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task187.onnx,True,True,266,266,0,15285,505,15790,15.332867892750313,12620,71f5e0811c117de003029310efe474b0c5152e1b43a750736c3fe235e224b4a3,,0,False
task188,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task188.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task188.onnx,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,analysis_only_do_not_copy_or_submit_archive_model,16,1,60,0,60,Einsum,Add:2;And:1;Concat:2;Einsum:5;Equal:1;Greater:1;Less:1;Or:1;Where:2,13,1066,42,20,68,0,68,Einsum,And:2;Cast:11;Concat:2;Einsum:1;Mul:2;Not:1;Or:5;Pad:2;ReduceMax:7;Slice:8;Xor:1,13,5398,task188,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task188.onnx,True,True,266,266,0,53,60,113,20.27261218128766,1066,2e1b539d0a0ee2347b478ef89676386b8300170cc3a2d8a006beb27f99450b09,,task188,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task188.onnx,True,True,266,266,0,692,68,760,18.366681566719624,5398,0c6d08ce1a62c51daf184e02fd7dda7184b1eb1e1083ea113eaa7e2f26d10522,,-647,True
task189,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task189.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task189.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,18,15,55,0,55,Pad,Add:2;Cast:4;Concat:1;Conv:1;Equal:1;GatherND:2;Pad:1;Resize:1;Slice:2;Where:3,18,1838,18,15,53,0,53,Pad,Add:2;Cast:4;Concat:1;Conv:1;Equal:1;GatherND:2;Pad:1;Resize:1;Slice:2;Where:3,18,1845,task189,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task189.onnx,True,True,266,266,0,837,55,892,18.206533867419992,1838,5a96d81af1af732af558ede01610b456f11c12b360f9108a95696d2814d15c24,,task189,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task189.onnx,True,True,266,266,0,837,53,890,18.208778537273815,1845,fcfc76d5d40f9c844e70f0ef189f018c5046c017881671139c559312f371ee5a,,2,False
task190,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task190.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task190.onnx,pool_propagation,inspect_constant_and_shape_control_compression,analysis_only_do_not_copy_or_submit_archive_model,41,14,46,0,46,Where,Add:10;ArgMin:2;Cast:6;Concat:2;Equal:2;Flatten:1;Less:1;MaxPool:1;Or:1;Pad:1;ReduceMin:2;Slice:3;Split:1;Sub:4;Where:4,14,2167,16,16,245,0,245,Where,Cast:2;Max:1;MaxPool:1;Mul:1;Pad:1;QLinearConv:8;Slice:1;Where:1,18,2098,task190,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task190.onnx,True,True,266,266,0,1610,46,1656,17.587839665054794,2167,4f8517b2904e99d8523a7d70fd608d1a78b709a00b1cb40b52198f151dcdd6bc,,task190,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task190.onnx,True,True,266,266,0,2180,245,2425,17.206413196628418,2098,416c2c2843171e6f31d27b1bba6ce8d3249d3365f3fb925a767b9b8c80e35188,,-769,True
task191,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task191.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task191.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,64,34,73,0,73,Equal,Add:4;And:1;ArgMax:4;Cast:7;Concat:3;Einsum:2;Equal:1;Expand:1;Greater:2;Less:2;Max:1;Min:1;Mul:5;Pad:2;QLinearConv:2;ReduceSum:1;Slice:13;Sub:6;Transpose:2;Unsqueeze:4,18,6738,64,34,73,0,73,Equal,Add:4;And:1;ArgMax:4;Cast:7;Concat:3;Einsum:2;Equal:1;Expand:1;Greater:2;Less:2;Max:1;Min:1;Mul:5;Pad:2;QLinearConv:2;ReduceSum:1;Slice:13;Sub:6;Transpose:2;Unsqueeze:4,18,6738,task191,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task191.onnx,True,True,267,267,0,11009,73,11082,15.686922550572705,6738,c288ca90e68559397d455a0afa52210b3b21685ac3d792339dcf85725d823380,,task191,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task191.onnx,True,True,267,267,0,11009,73,11082,15.686922550572705,6738,c288ca90e68559397d455a0afa52210b3b21685ac3d792339dcf85725d823380,,0,False
task192,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task192.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task192.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,14,9,74,0,74,Equal,Add:1;ArgMax:1;Cast:2;Conv:1;Equal:3;MaxPool:2;Pad:1;ReduceSum:1;Where:2,18,1161,14,8,72,0,72,Equal,Add:1;ArgMax:1;Cast:2;Conv:1;Equal:3;MaxPool:2;Pad:1;ReduceSum:1;Where:2,12,1140,task192,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task192.onnx,True,True,265,265,0,5272,74,5346,16.415896103301137,1161,56a2b1dcab446fd8d3d5e5f41af4c2cba35cc7c6b15b43cccacce334775a922e,,task192,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task192.onnx,True,True,265,265,0,5272,72,5344,16.41627028478352,1140,55461f544253e5e4d991728c59d6d0976ccc661e34c72e0b0981371c9c3390ec,,2,False
task193,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task193.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task193.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,1,2,910,0,910,Conv,Conv:1,13,3824,1,2,170,0,170,Conv,Conv:1,10,941,task193,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task193.onnx,True,True,266,266,0,0,910,910,18.186555400489105,3824,aa6ac89cbc5b59e6f71dd2f4e7044320f9783b3b6da247d95e9672baf2d19256,,task193,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task193.onnx,True,True,266,266,0,0,170,170,19.864201562949738,941,641648fe09e7f7d4de64f891e40baec4113fe64798d985cb167ac4ea03ab3ba1,,740,False
task194,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task194.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task194.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,5,6,49,0,49,Pad,Cast:1;Gather:1;Pad:1;Reshape:1;Slice:1,18,745,5,6,49,0,49,Pad,Cast:1;Gather:1;Pad:1;Reshape:1;Slice:1,18,745,task194,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task194.onnx,True,True,266,266,0,900,49,949,18.14459120139007,745,a92b0a7856fd6bb7a78a37bae87ca34056df87dc129ed8007a23bd6f7def1829,,task194,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task194.onnx,True,True,266,266,0,900,49,949,18.14459120139007,745,a92b0a7856fd6bb7a78a37bae87ca34056df87dc129ed8007a23bd6f7def1829,,0,False
task195,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task195.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task195.onnx,general_tensor_graph,rederive_rule_with_fewer_materialized_intermediates,analysis_only_do_not_copy_or_submit_archive_model,16,11,66,0,66,ConvInteger,Add:1;Cast:2;Concat:1;ConvInteger:1;DepthToSpace:1;Einsum:2;Log:2;Mul:3;QuantizeLinear:1;Reshape:1;Slice:1,14,1484,19,8,39,0,39,Pad,Add:2;And:1;ArgMax:2;Cast:4;Gather:2;Pad:1;ReduceMax:2;Reshape:1;Slice:1;Unsqueeze:2;Where:1,12,1248,task195,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task195.onnx,True,True,265,265,0,272,66,338,19.17695410451698,1484,643dcc7504dee348d8475d0fb46318406822c65c2cb85b392fcf01f53db682ed,,task195,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task195.onnx,True,True,265,265,0,882,39,921,18.174539963744692,1248,48e90bb143d40d4f9087a6671445bf1ce8b9f746c9f643336c0329c29ea54cf4,,-583,True
task196,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task196.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task196.onnx,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,analysis_only_do_not_copy_or_submit_archive_model,15,9,36,0,36,Where,Cast:1;Less:1;MaxPool:5;Min:4;Pad:1;QLinearConv:1;Slice:1;Where:1,18,1227,15,9,36,0,36,Where,Cast:1;Less:1;MaxPool:5;Min:4;Pad:1;QLinearConv:1;Slice:1;Where:1,18,1227,task196,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task196.onnx,True,True,266,266,0,4500,36,4536,16.580199154592414,1227,b5cbc3bbb1b76f5bde36015b01705b96383632a2abe0b81c3f7b1953b390bc06,,task196,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task196.onnx,True,True,266,266,0,4500,36,4536,16.580199154592414,1227,b5cbc3bbb1b76f5bde36015b01705b96383632a2abe0b81c3f7b1953b390bc06,,0,False
task197,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task197.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task197.onnx,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,analysis_only_do_not_copy_or_submit_archive_model,12,4,41,0,41,Gather,ArgMax:1;Cast:2;Concat:1;Equal:1;Gather:2;ReduceMin:1;Slice:1;Squeeze:1;Unsqueeze:1;Where:1,9,986,12,4,41,0,41,Gather,ArgMax:1;Cast:2;Concat:1;Equal:1;Gather:2;ReduceMin:1;Slice:1;Squeeze:1;Unsqueeze:1;Where:1,9,986,task197,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task197.onnx,True,True,267,267,0,1100,41,1141,17.960339650137925,986,e94a2c2eca6e44ccd61e711fd1c3f5ca7fe58ee944b306e9e723d8c4143b888c,,task197,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task197.onnx,True,True,267,267,0,1100,41,1141,17.960339650137925,986,e94a2c2eca6e44ccd61e711fd1c3f5ca7fe58ee944b306e9e723d8c4143b888c,,0,False
task198,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task198.onnx,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task198.onnx,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,analysis_only_do_not_copy_or_submit_archive_model,19,9,758,0,758,Equal,ArgMax:1;Cast:4;Conv:1;Einsum:3;Equal:1;Gather:4;Less:2;Max:1;Squeeze:1;Transpose:1,18,4661,58,26,92,0,92,Equal,Add:4;Cast:10;Clip:2;Conv:1;CumSum:2;Div:1;Equal:3;Gather:10;Greater:4;Mod:1;Mul:2;Pad:5;ReduceSum:1;Reshape:1;Slice:3;Sub:4;Where:4,18,3097,task198,E:\kongming\NGC-work\workplace C\neurogolf-2026-work\data\external\neurogolf7300_archive\onnx\task198.onnx,True,True,266,266,0,7164,758,7922,16.02260102181814,4661,f91d74e1e9ed867584bfb477ee8c84532b0876cbc954c616500f2597f8d5a2ec,,task198,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task198.onnx,True,True,266,266,0,11029,92,11121,15.683409508181159,3097,c21f40dc1628fbb63aeadb571f81d2d70400c7421e74e53544d9aa233af3c972,,-3199,True
