task,parent_path,candidate_path,attempted,source_policy,parent_nodes,parent_initializers,parent_initializer_elements,variant_count,opportunities,status,parent_score_task,parent_score_path,parent_score_ok,parent_score_valid_all_checked,parent_score_examples_checked,parent_score_examples_passed,parent_score_examples_failed,parent_score_memory,parent_score_params,parent_score_cost,parent_score_points,parent_score_file_size,parent_score_sha256,parent_score_error,errors,candidate_task,candidate_ok,candidate_valid_all_checked,candidate_examples_checked,candidate_examples_passed,candidate_examples_failed,candidate_memory,candidate_params,candidate_cost,candidate_points,candidate_file_size,candidate_sha256,candidate_error,candidate_graph_nodes,candidate_graph_initializers,candidate_graph_initializer_elements,selected_variant,selected_changes,delta_cost,delta_points,accepted
task166,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task166.onnx,,True,parent_only_no_archive,1,2,24,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task167,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task167.onnx,,True,parent_only_no_archive,6,4,128,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task168,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task168.onnx,,True,parent_only_no_archive,16,14,141,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task169,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task169.onnx,,True,parent_only_no_archive,10,10,170,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task170,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task170.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task170\combined.onnx,True,parent_only_no_archive,57,21,66,1,combined=optional_defaults:1,valid_no_cost_gain,task170,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task170.onnx,True,True,266,266,0,2056,66,2122,17.33988568082607,6233,ff5f6945343c1bfffbf4a452a44e1933c95a0b6adc0117bfdffa2c6292c51410,,,task170,True,True,266,266,0,2056,66,2122,17.33988568082607,6240,3e238756506515208980d38a079fe9ea7cadd91ca631acb0dcc13f5233de9a9c,,57,21,66,combined,optional_defaults:1,0,0.0,False
task171,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task171.onnx,,True,parent_only_no_archive,2,4,111,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task172,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task172.onnx,,True,parent_only_no_archive,1,1,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task174,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task174.onnx,,True,parent_only_no_archive,69,21,182,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task175,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task175.onnx,,True,parent_only_no_archive,15,8,937,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task176,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task176.onnx,,True,parent_only_no_archive,1,3,210,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task177,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task177.onnx,,True,parent_only_no_archive,11,8,47,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task178,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task178.onnx,,True,parent_only_no_archive,35,19,60,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task179,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task179.onnx,,True,parent_only_no_archive,1,0,0,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task180,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task180.onnx,,True,parent_only_no_archive,1,2,210,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task181,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task181.onnx,,True,parent_only_no_archive,6,8,167,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task182,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task182.onnx,,True,parent_only_no_archive,32,16,71,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task183,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task183.onnx,,True,parent_only_no_archive,40,37,219,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task184,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task184.onnx,,True,parent_only_no_archive,16,13,90,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task185,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task185.onnx,,True,parent_only_no_archive,41,12,104,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task186,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task186.onnx,,True,parent_only_no_archive,5,4,23,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task187,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task187.onnx,,True,parent_only_no_archive,92,30,505,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task188,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task188.onnx,,True,parent_only_no_archive,42,20,68,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task189,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task189.onnx,,True,parent_only_no_archive,18,15,53,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task190,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task190.onnx,,True,parent_only_no_archive,16,16,245,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task191,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task191.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task191\combined.onnx,True,parent_only_no_archive,64,34,73,1,combined=optional_defaults:1,valid_no_cost_gain,task191,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task191.onnx,True,True,267,267,0,11009,73,11082,15.686922550572705,6738,c288ca90e68559397d455a0afa52210b3b21685ac3d792339dcf85725d823380,,,task191,True,True,267,267,0,11009,73,11082,15.686922550572705,6748,ba208eb66599327188250e7e9bf48f103c00ec70d6e024a61f2f3d1c74c578ef,,64,34,73,combined,optional_defaults:1,0,0.0,False
task192,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task192.onnx,,True,parent_only_no_archive,14,8,72,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task193,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task193.onnx,,True,parent_only_no_archive,1,2,170,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task194,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task194.onnx,,True,parent_only_no_archive,5,6,49,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task195,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task195.onnx,,True,parent_only_no_archive,19,8,39,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task196,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task196.onnx,,True,parent_only_no_archive,15,9,36,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task197,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task197.onnx,,True,parent_only_no_archive,12,4,41,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task198,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task198.onnx,,True,parent_only_no_archive,58,26,92,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task199,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task199.onnx,,True,parent_only_no_archive,28,10,88,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task200,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task200.onnx,,True,parent_only_no_archive,7,7,203,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task201,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task201.onnx,,True,parent_only_no_archive,62,27,137,1,combined=unit_reduction_axes:2,all_variants_failed,task201,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task201.onnx,True,True,266,266,0,2876,137,3013,16.9893084608697,4629,9614d093fd95f4c838c0d5e024bd0e2fd8451cfbc8eaab01fc0976ada04fc03f,,"combined:checker:InferenceError:[ShapeInferenceError] Inference error(s): (op_type:Add): [ShapeInferenceError] Incompatible dimensions
(op_type:Min): [TypeInferenceError] Input 0 expected to have type but instead is null
(op_type:Add): [ShapeInferenceError] Incompatible dimensions
(op_type:Min): [TypeInferenceError] Input 0 expected to have type but instead is null
",,,,,,,,,,,,,,,,,,,,,
task202,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task202.onnx,,True,parent_only_no_archive,32,11,76,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task203,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task203.onnx,,True,parent_only_no_archive,10,2,3,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task204,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task204.onnx,,True,parent_only_no_archive,15,17,1234,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task205,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task205.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task205.onnx,True,parent_only_no_archive,73,16,34,1,combined=init_cleanup:1,accepted,task205,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task205.onnx,True,True,266,266,0,2050,34,2084,17.357955597126743,3604,a695b2481d6664c45e950ba07ba13c5fca443bc45e88c38a91c67ed92dc26fd8,,,task205,True,True,266,266,0,2050,33,2083,17.35843555873903,3602,dc889ea595d5fbd2bdbb450c2d5f5e76e581f20edfef9bd3b2ae98388a7b2434,,73,15,33,combined,init_cleanup:1,1,0.00047996161228525125,True
task206,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task206.onnx,,True,parent_only_no_archive,30,10,135,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task207,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task207.onnx,,True,parent_only_no_archive,13,13,44,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task208,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task208.onnx,,True,parent_only_no_archive,81,23,133,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task209,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task209.onnx,,True,parent_only_no_archive,163,28,268,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task210,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task210.onnx,,True,parent_only_no_archive,1,1,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task211,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task211.onnx,,True,parent_only_no_archive,1,3,270,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task212,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task212.onnx,,True,parent_only_no_archive,1,8,412,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task213,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task213.onnx,,True,parent_only_no_archive,59,14,48,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task214,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task214.onnx,,True,parent_only_no_archive,8,6,123,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task215,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task215.onnx,,True,parent_only_no_archive,12,4,91,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task216,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task216.onnx,,True,parent_only_no_archive,76,17,87,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task217,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task217.onnx,,True,parent_only_no_archive,13,7,41,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task218,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task218.onnx,,True,parent_only_no_archive,22,11,97,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task219,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task219.onnx,,True,parent_only_no_archive,197,30,82,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task220,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task220.onnx,,True,parent_only_no_archive,1,1,900,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task221,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task221.onnx,,True,parent_only_no_archive,24,12,354,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task222,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task222.onnx,,True,parent_only_no_archive,33,7,991,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task223,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task223.onnx,,True,parent_only_no_archive,1,1,5,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task224,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task224.onnx,E:\kongming\NGC-work\workplace C\artifacts\all399_parent_micro_sweep\task224.onnx,True,parent_only_no_archive,42,19,76,1,combined=init_cleanup:1,accepted,task224,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task224.onnx,True,True,266,266,0,1800,76,1876,17.46310287043383,2000,a06a16484d0d100d0d962c6b1ff01e3395147e29b54559c88bd04236395c6a52,,,task224,True,True,266,266,0,1800,74,1874,17.464169537201634,1989,68ea46e921293f0e201626285381ef30e68ebfa44fbda8638391b058aa4042d5,,42,18,74,combined,init_cleanup:1,2,0.0010666667678052022,True
task225,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task225.onnx,,True,parent_only_no_archive,27,13,105,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task226,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task226.onnx,,True,parent_only_no_archive,36,5,21,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task227,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task227.onnx,,True,parent_only_no_archive,1,1,100,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task228,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task228.onnx,,True,parent_only_no_archive,42,6,113,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task229,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task229.onnx,,True,parent_only_no_archive,1,2,200,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task230,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task230.onnx,,True,parent_only_no_archive,1,2,460,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task231,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task231.onnx,,True,parent_only_no_archive,6,2,31,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task232,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task232.onnx,,True,parent_only_no_archive,1,2,1410,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task233,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task233.onnx,,True,parent_only_no_archive,224,48,419,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task234,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task234.onnx,,True,parent_only_no_archive,92,7,54,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task235,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task235.onnx,,True,parent_only_no_archive,5,4,81,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task236,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task236.onnx,,True,parent_only_no_archive,4,2,30,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task237,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task237.onnx,,True,parent_only_no_archive,35,23,136,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task238,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task238.onnx,,True,parent_only_no_archive,42,18,350,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task239,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task239.onnx,,True,parent_only_no_archive,16,10,50,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task240,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task240.onnx,,True,parent_only_no_archive,28,5,82,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task241,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task241.onnx,,True,parent_only_no_archive,1,0,0,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task242,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task242.onnx,,True,parent_only_no_archive,8,8,59,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task243,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task243.onnx,,True,parent_only_no_archive,1893,30,410,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task244,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task244.onnx,,True,parent_only_no_archive,19,8,407,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task245,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task245.onnx,,True,parent_only_no_archive,40,19,112,1,combined=unit_reduction_axes:2|init_cleanup:2,all_variants_failed,task245,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task245.onnx,True,True,267,267,0,1185,112,1297,17.832190815683557,2970,038b2fbe88c98810271ab655b1ff318169fc8b41e25006acf22cde6fc5c2b6b0,,combined:validation:0/267:,,,,,,,,,,,,,,,,,,,,,
task246,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task246.onnx,,True,parent_only_no_archive,28,12,114,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task247,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task247.onnx,,True,parent_only_no_archive,13,9,61,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task248,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task248.onnx,,True,parent_only_no_archive,8,4,29,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task249,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task249.onnx,,True,parent_only_no_archive,7,5,34,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task250,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task250.onnx,,True,parent_only_no_archive,38,22,69,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task251,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task251.onnx,,True,parent_only_no_archive,26,6,195,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task252,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task252.onnx,,True,parent_only_no_archive,1,3,180,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task253,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task253.onnx,,True,parent_only_no_archive,12,6,180,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task254,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task254.onnx,,True,parent_only_no_archive,14,11,37,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task255,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task255.onnx,,True,parent_only_no_archive,50,8,55,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task256,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task256.onnx,,True,parent_only_no_archive,22,14,58,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task257,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task257.onnx,,True,parent_only_no_archive,1,1,400,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task258,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task258.onnx,,True,parent_only_no_archive,1,2,160,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task259,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task259.onnx,,True,parent_only_no_archive,41,16,48,1,combined=unit_reduction_axes:4,all_variants_failed,task259,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task259.onnx,True,True,266,266,0,844,48,892,18.206533867419992,3731,ead29447a4fa3c5e1bf6a699475bc34622d4f75b9823a496f049a2b05b75b532,,"combined:checker:InferenceError:[ShapeInferenceError] Inference error(s): (op_type:ReduceSum): [ShapeInferenceError] Inferred shape and existing shape differ in rank: (3) vs (1)
(op_type:ReduceSum): [ShapeInferenceError] Inferred shape and existing shape differ in rank: (3) vs (1)
",,,,,,,,,,,,,,,,,,,,,
task260,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task260.onnx,,True,parent_only_no_archive,41,20,284,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task261,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task261.onnx,,True,parent_only_no_archive,1,1,200,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task262,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task262.onnx,,True,parent_only_no_archive,6,3,16,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task263,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task263.onnx,,True,parent_only_no_archive,38,11,116,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task264,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task264.onnx,,True,parent_only_no_archive,20,12,1389,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task265,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task265.onnx,,True,parent_only_no_archive,11,9,32,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task266,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task266.onnx,,True,parent_only_no_archive,2,3,110,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task267,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task267.onnx,,True,parent_only_no_archive,8,10,34,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task268,E:\kagglegolf\submissions\candidates\GOLF_20260713_C5_05\onnx\task268.onnx,,True,parent_only_no_archive,133,13,53,0,,attempted_no_structural_opportunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
