task,path,ok,valid_all_checked,examples_checked,examples_passed,examples_failed,memory,params,cost,points,file_size,sha256,error,source_sha256
task133,F:\kaggle\neurogolf-2026\external\kaggle_datasets\qinghchen_compact_graph_surgeon_assets\submission\task133.onnx,True,False,3,3,0,141400,212,141612,13.139153797586252,38946,50867ddf1ff315ac38201fc3e0d59bf36519d3c31b7d048a4c1ab3edb8b5bcc3,,50867ddf1ff315ac38201fc3e0d59bf36519d3c31b7d048a4c1ab3edb8b5bcc3
task118,F:\kaggle\neurogolf-2026\external\kaggle_outputs\karnak_cross_source_ensemble\extracted\task118.onnx,True,False,3,3,0,28949081,44540,28993621,7.817413601762457,365150,a831560963eaaa55273999735f4cc82ffeffacc42c39ab89c783be310703e31c,,a831560963eaaa55273999735f4cc82ffeffacc42c39ab89c783be310703e31c
task133,F:\kaggle\neurogolf-2026\external\kaggle_outputs\karnak_cross_source_ensemble\extracted\task133.onnx,False,False,3,0,3,132444,18732,151176,13.073800000030126,287675,7cc9fa4f5f35a2c3167eddf8f77acde063e1402d2165af87f8bbbf3cfda622ba,,7cc9fa4f5f35a2c3167eddf8f77acde063e1402d2165af87f8bbbf3cfda622ba
task174,F:\kaggle\neurogolf-2026\external\kaggle_outputs\karnak_cross_source_ensemble\extracted\task174.onnx,False,False,3,0,3,0,110,110,20.299519634207584,623,d7675f6bdd6729aca7eff93bb17aac7d75c58755ede28279a839caa07c382ef0,,d7675f6bdd6729aca7eff93bb17aac7d75c58755ede28279a839caa07c382ef0
task249,F:\kaggle\neurogolf-2026\external\kaggle_outputs\karnak_cross_source_ensemble\extracted\task249.onnx,False,False,3,3,0,,79,,,2187,76047d539dfc09e2e8b5100068a198fb611b002e12543a4bb65af864d3d46c85,,76047d539dfc09e2e8b5100068a198fb611b002e12543a4bb65af864d3d46c85
task321,F:\kaggle\neurogolf-2026\external\kaggle_outputs\karnak_cross_source_ensemble\extracted\task321.onnx,True,False,3,3,0,8192,139,8331,15.972261224025091,1931,932b1abb29c68f97c6a98e1feb2bc79bc29958cc4579df55617ed8918425d183,,932b1abb29c68f97c6a98e1feb2bc79bc29958cc4579df55617ed8918425d183
task174,F:\kaggle\neurogolf-2026\external\kernels_v2\poby7722_7240\extracted\task174.onnx,True,False,3,3,0,3982,396,4378,16.615652721917193,4255,ce236b93f61ff973a3f04116b680a3644eb1e5f7a24b4351eb04b426cd0ddabe,,ce236b93f61ff973a3f04116b680a3644eb1e5f7a24b4351eb04b426cd0ddabe
task118,F:\kaggle\neurogolf-2026\external\kernels_v3\seddiktrk_surgical\submission\task118.onnx,True,False,3,3,0,105304,140,105444,13.434064714716156,4327,fe30e6a0b28d91d26e166011dde0d84d47bfdde0bf9bce2e8accd9bd78c171f9,,fe30e6a0b28d91d26e166011dde0d84d47bfdde0bf9bce2e8accd9bd78c171f9
task133,F:\kaggle\neurogolf-2026\external\kernels_v3\seddiktrk_surgical\submission\task133.onnx,True,False,3,3,0,191209,202,191411,12.837821772386052,24395,172d78a4bc007ed466d4982115bfcdbf72a0eb12a85b50ade39f74e82569cc8a,,172d78a4bc007ed466d4982115bfcdbf72a0eb12a85b50ade39f74e82569cc8a
task174,F:\kaggle\neurogolf-2026\external\kernels_v3\seddiktrk_surgical\submission\task174.onnx,True,False,3,3,0,32787,81,32868,14.599745180948922,4896,ec676714681c86b2fb7b076ee90623663e450044163e777270335d63b982ca2d,,ec676714681c86b2fb7b076ee90623663e450044163e777270335d63b982ca2d
task118,F:\kaggle\neurogolf-2026\external\kernels_v5\jackelysia_7250_25\extracted\task118.onnx,True,False,3,3,0,12153,129,12282,15.584109945110656,1804,4230e7c41e72664b61efd4a63ba4b93476d62c4bf577fbc1391ec3b9a50869be,,4230e7c41e72664b61efd4a63ba4b93476d62c4bf577fbc1391ec3b9a50869be
task133,F:\kaggle\neurogolf-2026\external\kernels_v6\boristown_chatgptloop\extracted\task133.onnx,True,False,3,3,0,20262,1016,21278,15.03457104592369,6991,d963ed5978d3a5d03c8bf32d419f92497b7091bb434440ba942d2e12e2fb063b,,d963ed5978d3a5d03c8bf32d419f92497b7091bb434440ba942d2e12e2fb063b
task118,F:\kaggle\neurogolf-2026\external\kernel_outputs\afr1ste-5689\unzipped\task118.onnx,True,False,3,3,0,1192560,2001,1194561,11.006710688163679,84806,5f328d2ec86defbfb2c13a18295bdee794ba98cb6ff1c7b17aa66de2cf5a7d54,,5f328d2ec86defbfb2c13a18295bdee794ba98cb6ff1c7b17aa66de2cf5a7d54
task118,F:\kaggle\neurogolf-2026\external\kernel_outputs\anazemcev-cost-optimal\tmp_build\blend\task118.onnx,True,False,3,3,0,49986,10040,60026,13.997466919324204,18974,46b5d626d88d0263db53d6396e8282d2ada582fe35b31ede129ad7b9755cf413,,46b5d626d88d0263db53d6396e8282d2ada582fe35b31ede129ad7b9755cf413
task133,F:\kaggle\neurogolf-2026\external\kernel_outputs\anazemcev-cost-optimal\tmp_build\blend\task133.onnx,False,False,3,0,3,132444,18732,151176,13.073800000030126,287675,63fb3880353654506316153d80567a3d035f13129356be26c4f871d078c94205,,63fb3880353654506316153d80567a3d035f13129356be26c4f871d078c94205
task174,F:\kaggle\neurogolf-2026\external\kernel_outputs\anazemcev-cost-optimal\tmp_build\blend\task174.onnx,True,False,3,3,0,53205,147,53352,14.115333255687858,40502,72d199fd58baebc4b1d3a83fc98b77027800ae71226cc15bdebecf805e728325,,72d199fd58baebc4b1d3a83fc98b77027800ae71226cc15bdebecf805e728325
task249,F:\kaggle\neurogolf-2026\external\kernel_outputs\anazemcev-cost-optimal\tmp_build\blend\task249.onnx,True,False,3,3,0,14246,170,14416,15.42390602015188,2059,872574cf6b52bf41d6be8f9d93ceedb5dfee5820bf1ab93cb91907866ed336e8,,872574cf6b52bf41d6be8f9d93ceedb5dfee5820bf1ab93cb91907866ed336e8
task118,F:\kaggle\neurogolf-2026\external\kernel_outputs\beicicc_6645_public_solution\unzipped\task118.onnx,False,False,3,3,0,,10040,,,19179,344775570c3e6e5284b6119ed65fb87256d08b44b56f012c7c90ca965fd36880,,344775570c3e6e5284b6119ed65fb87256d08b44b56f012c7c90ca965fd36880
task133,F:\kaggle\neurogolf-2026\external\kernel_outputs\beicicc_6645_public_solution\unzipped\task133.onnx,False,False,3,3,0,,47237,,,190049,956a4bf42a8ec400cc80fa65db7ce0e26dca9775734341d99d7a63ea9b091223,,956a4bf42a8ec400cc80fa65db7ce0e26dca9775734341d99d7a63ea9b091223
task174,F:\kaggle\neurogolf-2026\external\kernel_outputs\beicicc_6645_public_solution\unzipped\task174.onnx,False,False,3,3,0,,89,,,36899,4d8618867009c4a55f4f6addfe21ccc9349066814ff7a32313eae44446f61328,,4d8618867009c4a55f4f6addfe21ccc9349066814ff7a32313eae44446f61328
task249,F:\kaggle\neurogolf-2026\external\kernel_outputs\beicicc_6645_public_solution\unzipped\task249.onnx,False,False,3,3,0,,63,,,1203,16cb55c35446f75650e9437e538c65372879ca43a947aba8101f757c8bc1e4fc,,16cb55c35446f75650e9437e538c65372879ca43a947aba8101f757c8bc1e4fc
task315,F:\kaggle\neurogolf-2026\external\kernel_outputs\beicicc_6645_public_solution\unzipped\task315.onnx,False,False,3,3,0,,82,,,1654,7dd1428cab7e97d358d40f7a36b142a3321ef4b07207d86619489418e1b8a82b,,7dd1428cab7e97d358d40f7a36b142a3321ef4b07207d86619489418e1b8a82b
task321,F:\kaggle\neurogolf-2026\external\kernel_outputs\beicicc_6645_public_solution\unzipped\task321.onnx,False,False,3,3,0,,104,,,1909,c535107b31806b828ec23fc32d158a84395fe83546c873cfd34c86edd3f404bb,,c535107b31806b828ec23fc32d158a84395fe83546c873cfd34c86edd3f404bb
task133,F:\kaggle\neurogolf-2026\external\kernel_outputs\biohack44-surgical-onnx-new-version-with-best-public-20260611\submission\task133.onnx,True,False,3,3,0,192654,426,193080,12.829140110225572,9813,ee0081b9e26f0d805513832844e8f25d7f642345d237114c9fd29ae1af7f2f9c,,ee0081b9e26f0d805513832844e8f25d7f642345d237114c9fd29ae1af7f2f9c
task133,F:\kaggle\neurogolf-2026\external\kernel_outputs\chcsh21-neurogolf-gold-bundle-20260624\extracted\task133.onnx,True,False,3,3,0,32294,1288,33582,14.578254511880585,18215,5903982a5e2fbc3f578fca0a124ac9eac6d8683ad80ad31ad24d19e241e7cd11,,5903982a5e2fbc3f578fca0a124ac9eac6d8683ad80ad31ad24d19e241e7cd11
task118,F:\kaggle\neurogolf-2026\external\kernel_outputs\galaxy2025-neurogolf-public-artifact-v1-20260610\unzipped\task118.onnx,True,False,3,3,0,116134,141,116275,13.336286645907702,4355,756898635226a06d4a8626f8913bf4d335cf86f1e16b3c515c7057d8485fd92f,,756898635226a06d4a8626f8913bf4d335cf86f1e16b3c515c7057d8485fd92f
task133,F:\kaggle\neurogolf-2026\external\kernel_outputs\kojimar-6507-21-lb-audited-neurogolf-onnx-overrides-20260619\unzipped\task133.onnx,True,False,3,3,0,95489,395,95884,13.5291055935067,7377,e722c072beadb387f5c280843ca2e1a6e11c2b0e9c6e4d0b93418adb79aaa776,,e722c072beadb387f5c280843ca2e1a6e11c2b0e9c6e4d0b93418adb79aaa776
task174,F:\kaggle\neurogolf-2026\external\kernel_outputs\kojimar-6507-21-lb-audited-neurogolf-onnx-overrides-20260619\unzipped\task174.onnx,True,False,3,3,0,14820,58,14878,15.392361109248712,13473,2045b258ac868ff821f6994dd639702244dc96d3367379f3ee155ab92f8fefbe,,2045b258ac868ff821f6994dd639702244dc96d3367379f3ee155ab92f8fefbe
task315,F:\kaggle\neurogolf-2026\external\kernel_outputs\kojimar-6507-21-lb-audited-neurogolf-onnx-overrides-20260619\unzipped\task315.onnx,True,False,3,3,0,1512,57,1569,17.641806247266967,2299,a2a8b7ceb25c6194110c2aa797abca704ee61e2528724227fe5e7d2097b81f64,,a2a8b7ceb25c6194110c2aa797abca704ee61e2528724227fe5e7d2097b81f64
task321,F:\kaggle\neurogolf-2026\external\kernel_outputs\kojimar-6507-21-lb-audited-neurogolf-onnx-overrides-20260619\unzipped\task321.onnx,True,False,3,3,0,4416,0,4416,16.607010412043067,902,0f236c66474c2d900417e2a4c8ddb9d9db1752c83598d151b6d1e0a928878aec,,0f236c66474c2d900417e2a4c8ddb9d9db1752c83598d151b6d1e0a928878aec
task174,F:\kaggle\neurogolf-2026\external\kernel_outputs\kojimar-6507-91-lb-audited-neurogolf-onnx-overrides-20260619\extracted\task174.onnx,True,False,3,3,0,14816,58,14874,15.392629998736755,25533,5c4a3b33e6b2aacd8e906da86a4a2b56fc7dc7bf2c43f00d188f9c6e0d0cf4ed,,5c4a3b33e6b2aacd8e906da86a4a2b56fc7dc7bf2c43f00d188f9c6e0d0cf4ed
task315,F:\kaggle\neurogolf-2026\external\kernel_outputs\magmacot-new-blending\unzipped\task315.onnx,False,False,3,3,0,,,,,2147,7bb1f32d59786a9769f5a0f74d8966bc161405adac6b8e0253bec13ca7a8b8c9,,7bb1f32d59786a9769f5a0f74d8966bc161405adac6b8e0253bec13ca7a8b8c9
task321,F:\kaggle\neurogolf-2026\external\kernel_outputs\magmacot-new-blending\unzipped\task321.onnx,False,False,3,3,0,,,,,2731,f5337bf0ba52ff32f8e1c08847c3d7ddade6ea1bb073c7c942bc7aff77149f15,,f5337bf0ba52ff32f8e1c08847c3d7ddade6ea1bb073c7c942bc7aff77149f15
task249,F:\kaggle\neurogolf-2026\external\kernel_outputs\misakamikoto66-neurogolf-6426-3-lb-20260619\unzipped\task249.onnx,True,False,3,3,0,8576,23,8599,15.940598803589104,1342,b780cf0437e432288f0634abcbdb747f2cc9676b4e9748743e48113ed64076e3,,b780cf0437e432288f0634abcbdb747f2cc9676b4e9748743e48113ed64076e3
task118,F:\kaggle\neurogolf-2026\external\kernel_outputs\needless-4250\unzipped\task118.onnx,True,False,3,3,0,28949081,44540,28993621,7.817413601762457,365150,a8083890cf574573dc2f03c26e14d3d3fe95b90da3a6ea6ec577a082ca9dd541,,a8083890cf574573dc2f03c26e14d3d3fe95b90da3a6ea6ec577a082ca9dd541
task133,F:\kaggle\neurogolf-2026\external\kernel_outputs\needless-4250\unzipped\task133.onnx,True,False,3,3,0,21183007,207516,21390523,8.121541468562437,693480,3b9e2f62b5d1a82ad574c5f5fe82532eb734cd204ef13212ff385bbdab6a25e2,,3b9e2f62b5d1a82ad574c5f5fe82532eb734cd204ef13212ff385bbdab6a25e2
task321,F:\kaggle\neurogolf-2026\external\kernel_outputs\needless-4250\unzipped\task321.onnx,True,False,3,3,0,10560,99,10659,15.725840115310863,2180,3f7601d2763b233b55fac1b9a6631b5080c50f736b34eeba629f14194f1d584a,,3f7601d2763b233b55fac1b9a6631b5080c50f736b34eeba629f14194f1d584a
task118,F:\kaggle\neurogolf-2026\external\kernel_outputs\pawanmali-7160-neurogolf-2026-20260626\task118.onnx,True,False,3,3,0,45508,4768,50276,14.174716894955273,40314,b4ba80b756b75136ebeefaac9b4322295799d5d96ff33c487518a089da817b94,,b4ba80b756b75136ebeefaac9b4322295799d5d96ff33c487518a089da817b94
task174,F:\kaggle\neurogolf-2026\external\kernel_outputs\pawanmali-7160-neurogolf-2026-20260626\task174.onnx,True,False,3,3,0,9833,203,10036,15.786066092513687,8832,6142cb6509bf3dbacc56773a0950aeb9c57aae9f1f3b24500d4c1dc51a4a4ba7,,6142cb6509bf3dbacc56773a0950aeb9c57aae9f1f3b24500d4c1dc51a4a4ba7
task133,F:\kaggle\neurogolf-2026\external\kernel_outputs\rajathrpai-neurogolf-2026-6347-65-20260611\unzipped\overrides\task133.onnx,True,False,3,3,0,191249,206,191455,12.83759192695609,24587,6db33efb986ee37b64870f231654ffc0790e47476c44aea9056b44d2330c8e44,,6db33efb986ee37b64870f231654ffc0790e47476c44aea9056b44d2330c8e44
task133,F:\kaggle\neurogolf-2026\external\kernel_outputs\seddik-surgical-precision-reduction-20260611-refresh\submission\task133.onnx,True,False,3,3,0,191249,202,191451,12.837612819812302,24471,9edf1c3c55da43a4713afa308b0dcec5affdbcfc32263e788c14b8caa98cea89,,9edf1c3c55da43a4713afa308b0dcec5affdbcfc32263e788c14b8caa98cea89
task133,F:\kaggle\neurogolf-2026\external\kernel_outputs\seddiktrk-neurogolf-2026-index-surgery-20260619\unzipped\submission\task133.onnx,True,False,3,3,0,95425,395,95820,13.529773289562886,7400,54c48e77d47b766d6af33fc01d2e2f0cdba706609f4e8d35faec6beadb3609d9,,54c48e77d47b766d6af33fc01d2e2f0cdba706609f4e8d35faec6beadb3609d9
task174,F:\kaggle\neurogolf-2026\external\kernel_outputs\thbdh5765-6332-87-audited-merge-handcrafts-20260611\unzipped\task174.onnx,True,False,3,3,0,38587,80,38667,14.437258197927111,4898,5d47fd3dfb6a5dc068f8c9947dca8773282320dbb87fd448b4abf7472e63c599,,5d47fd3dfb6a5dc068f8c9947dca8773282320dbb87fd448b4abf7472e63c599
task249,F:\kaggle\neurogolf-2026\external\kernel_outputs\zoli800-neurogolf-6446-65-submit-20260619\unzipped\task249.onnx,True,False,3,3,0,638,34,672,18.48974165947685,946,f5e7e3bf5471baeb511c80488cd1a64de61106ab0b92a207d08acf195b3fb2bd,,f5e7e3bf5471baeb511c80488cd1a64de61106ab0b92a207d08acf195b3fb2bd
task315,F:\kaggle\neurogolf-2026\external\kernel_outputs\zoli800-neurogolf-6446-65-submit-20260619\unzipped\task315.onnx,True,False,3,3,0,1782,39,1821,17.49285892027239,1263,6162d72c172d088fe1d5eb512d09f9060761ea84b9bacccb9f1eda394e4bcf86,,6162d72c172d088fe1d5eb512d09f9060761ea84b9bacccb9f1eda394e4bcf86
task133,F:\kaggle\neurogolf-2026\external\neurogolf7300\analysis_vs_727783\union_models\task133.onnx,True,False,3,3,0,20258,992,21250,15.035887825647437,6921,db91b142552a979613e45b49c78fb587d056d9bbcc78ac8a08c6eecfcb313dcc,,db91b142552a979613e45b49c78fb587d056d9bbcc78ac8a08c6eecfcb313dcc
task174,F:\kaggle\neurogolf-2026\external\neurogolf7300\analysis_vs_727783\union_models\task174.onnx,True,False,3,3,0,3765,182,3947,16.719288924337153,3639,981b580b71d6b039ce11c3339d4b15eb57cd1828e6eeac7e0be65979008f4cde,,981b580b71d6b039ce11c3339d4b15eb57cd1828e6eeac7e0be65979008f4cde
task249,F:\kaggle\neurogolf-2026\external\neurogolf7300\analysis_vs_727783\union_models\task249.onnx,True,False,3,3,0,169,34,203,19.686794020958214,659,db7d8b4461130a91130bad449e7f1770f8cc546ae113af7cd998827f62a8965b,,db7d8b4461130a91130bad449e7f1770f8cc546ae113af7cd998827f62a8965b
task133,F:\kaggle\neurogolf-2026\external\neurogolf7300\submission7300+\task133.onnx,True,False,3,3,0,20258,1016,21274,15.03475905118839,6941,387342495b3dee33a80b27ff571cba8babb42398b79b1fb25a4bd83e2b55c536,,387342495b3dee33a80b27ff571cba8babb42398b79b1fb25a4bd83e2b55c536
task249,F:\kaggle\neurogolf-2026\external\neurogolf7300\submission7300+\task249.onnx,True,False,3,3,0,183,23,206,19.67212383121042,581,305fe49540df24d10c50fd73f7407e0c62f35c1daec42d6661b8d3b9e2cc6e81,,305fe49540df24d10c50fd73f7407e0c62f35c1daec42d6661b8d3b9e2cc6e81
task118,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v2\lucifer19_v2\extracted\task118.onnx,True,False,3,3,0,12153,129,12282,15.584109945110656,1883,45465a88b1f97c6f3a37f37576ee051bf472544edcea88cb7aaf1df0fc019f41,,45465a88b1f97c6f3a37f37576ee051bf472544edcea88cb7aaf1df0fc019f41
task133,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v2\lucifer19_v2\extracted\task133.onnx,True,False,3,3,0,20306,1016,21322,15.03250531748958,7333,082b07d73d60cedbe29929070d182cb893559a8e52da56e5eda2592941faae2a,,082b07d73d60cedbe29929070d182cb893559a8e52da56e5eda2592941faae2a
task174,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v2\lucifer19_v2\extracted\task174.onnx,True,False,3,3,0,3957,390,4347,16.622758769011206,4391,ccf075da78aab4af1b32b1325173ca7db2d455f13ec0ab4b1c94fd26c7d51eca,,ccf075da78aab4af1b32b1325173ca7db2d455f13ec0ab4b1c94fd26c7d51eca
task249,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v2\lucifer19_v2\extracted\task249.onnx,True,False,3,3,0,168,93,261,19.435479592677307,636,f94b093a095a9f404cdc34ca021306abb72cc1ac8c3b99c314b3ed8abbb79421,,f94b093a095a9f404cdc34ca021306abb72cc1ac8c3b99c314b3ed8abbb79421
task315,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v2\lucifer19_v2\extracted\task315.onnx,True,False,3,3,0,0,230,230,19.561920691076804,1264,5dbd5539d0307db71332205657a4f1f1917d0ba67eac52d6c2f17b3793f18fb8,,5dbd5539d0307db71332205657a4f1f1917d0ba67eac52d6c2f17b3793f18fb8
task321,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v2\lucifer19_v2\extracted\task321.onnx,True,False,3,3,0,0,300,300,19.2962175253438,1402,b571a8b6790d701458590cfe5bb985e5bb500e95e4689baa35322baa62b6b777,,b571a8b6790d701458590cfe5bb985e5bb500e95e4689baa35322baa62b6b777
task118,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v4\kokinnwakashuu_neurogolf-graph-golf-blend\extracted\task118.onnx,True,False,3,3,0,34623,4614,39237,14.422624541842739,38828,e4f2d914443e4d7b5d8bcb9d61a581840a2d771ea2f4957be0e8c66166fceb04,,e4f2d914443e4d7b5d8bcb9d61a581840a2d771ea2f4957be0e8c66166fceb04
task174,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v4\kokinnwakashuu_neurogolf-graph-golf-blend\extracted\task174.onnx,True,False,3,3,0,9148,178,9326,15.859438522631734,8958,62da1b25be44887ec1f13e097d85972ae5c25f8040d583b76453557b99674899,,62da1b25be44887ec1f13e097d85972ae5c25f8040d583b76453557b99674899
task118,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v4\lucifer19_tinyonnx-golf-forge\extracted\task118.onnx,True,False,3,3,0,12153,131,12284,15.583947118439287,1872,1d011abb285cf63e1090bee442d47a32389d4438ff8f9b2cbd0763e8566756eb,,1d011abb285cf63e1090bee442d47a32389d4438ff8f9b2cbd0763e8566756eb
task133,F:\kaggle\neurogolf-2026\external\new_sources_20260708_v4\lucifer19_tinyonnx-golf-forge\extracted\task133.onnx,True,False,3,3,0,23175,124,23299,14.943834279822166,11035,ea6fc4157585ccf0dba241712b59b79328e1f2fe16807b11cfa187d5f990aede,,ea6fc4157585ccf0dba241712b59b79328e1f2fe16807b11cfa187d5f990aede
task118,F:\kaggle\neurogolf-2026\external\provided\submission_6413_61_20260611\unzipped\task118.onnx,True,False,3,3,0,63003,140,63143,13.946842725554598,7964,34791c98cda1c1f422f3294aed1e260bee04c7f4cad534a942856c10a5ba9d56,,34791c98cda1c1f422f3294aed1e260bee04c7f4cad534a942856c10a5ba9d56
task133,F:\kaggle\neurogolf-2026\external\provided\submission_6413_61_20260611\unzipped\task133.onnx,True,False,3,3,0,115835,435,116270,13.336329648337346,17408,7f8672dd90928f8092af60933d7020a53ae42d651852bdca90a1d2720fe08bdc,,7f8672dd90928f8092af60933d7020a53ae42d651852bdca90a1d2720fe08bdc
task174,F:\kaggle\neurogolf-2026\external\provided\submission_6413_61_20260611\unzipped\task174.onnx,True,False,3,3,0,26147,92,26239,14.824997867424267,35227,0b146a3c08a2410be634edaa53654938a308ee290e7211fb712864d2cd426493,,0b146a3c08a2410be634edaa53654938a308ee290e7211fb712864d2cd426493
task321,F:\kaggle\neurogolf-2026\external\research\hf_ashhhhhh26_neurogolf_2026\generated_budget2\task321.onnx,True,False,3,3,0,5888,4919,10807,15.712050648696835,20241,34579876691cf0dce390111b4057c9b68ebfd652e1afe4aaa404e8f8eb2298dc,,34579876691cf0dce390111b4057c9b68ebfd652e1afe4aaa404e8f8eb2298dc
task133,F:\kaggle\neurogolf-2026\external\source_review_20260706\frank_7225_19\output\extracted\task133.onnx,True,False,3,3,0,22275,1019,23294,14.944048904337404,11803,a7781f965f8f395f29cb29f470446fae1f72e64d5d3ebf040423119f44bdadeb,,a7781f965f8f395f29cb29f470446fae1f72e64d5d3ebf040423119f44bdadeb
task133,F:\kaggle\neurogolf-2026\external\source_review_20260706\frank_7234_35\output\extracted\task133.onnx,True,False,3,3,0,20510,1016,21526,15.022983214175756,7270,78a9f2465a5d61d2604a0ed157c7aca67da965d16d0a6eb0fdae699e6c5277ac,,78a9f2465a5d61d2604a0ed157c7aca67da965d16d0a6eb0fdae699e6c5277ac
task174,F:\kaggle\neurogolf-2026\external\source_review_20260706\frank_7234_35\output\extracted\task174.onnx,True,False,3,3,0,4138,392,4530,16.58152278152292,4168,cb935b88e60fdf4849a89b3a8b0d46aea8c076f4409401b9f8fd530b88a1b942,,cb935b88e60fdf4849a89b3a8b0d46aea8c076f4409401b9f8fd530b88a1b942
task133,F:\kaggle\neurogolf-2026\external\source_review_20260706\ryosuke_7230_10\output\extracted\task133.onnx,True,False,3,3,0,20510,1017,21527,15.022936759805553,7289,1d06281637bb0330dadc4c8e46ba422e162c3d69e66f047c989d52879e62cd55,,1d06281637bb0330dadc4c8e46ba422e162c3d69e66f047c989d52879e62cd55
task133,F:\kaggle\neurogolf-2026\external\source_review_20260707_7243_70\boris_chatgptloop\output\extracted\task133.onnx,True,False,3,3,0,20450,1016,21466,15.02577443295853,7264,c74f291554a357bbb79ab57e7617f5d2a3bf8173fc9c81a2a8b62fbf0e7c9139,,c74f291554a357bbb79ab57e7617f5d2a3bf8173fc9c81a2a8b62fbf0e7c9139
task174,F:\kaggle\neurogolf-2026\models\v199_kuni05_exact_7178_62_20260630\task174.onnx,True,False,3,3,0,8775,178,8953,15.900256049365844,8232,a14dccea3fd9ab3ddab18e89d30005183661623141484a9a10151ce274d610a4,,a14dccea3fd9ab3ddab18e89d30005183661623141484a9a10151ce274d610a4
task118,F:\kaggle\neurogolf-2026\models\v202_franksunp_latest_exact_20260701\task118.onnx,True,False,3,3,0,36775,1117,37892,14.457504713004575,11728,81ff690b7810a959106550d85c221898099581255a1bfd672ef29eb63afcbc8d,,81ff690b7810a959106550d85c221898099581255a1bfd672ef29eb63afcbc8d
task133,F:\kaggle\neurogolf-2026\models\v225_top_late_union_20260707\task133.onnx,True,False,3,3,0,20426,1016,21442,15.026893105583815,7064,251befac78d974ea6fbafd084a640dfdbceaa8b25f5ab2bdb8310f3f4a42de88,,251befac78d974ea6fbafd084a640dfdbceaa8b25f5ab2bdb8310f3f4a42de88
task174,F:\kaggle\neurogolf-2026\work\e_probe_737816_task174_hash_v1\models\task174.onnx,True,False,3,3,0,3168,138,3306,16.89650572161903,4155,64be91c9a54983b38ff70e96ae3f7ba3a1cffc96d4f48d2eabb83f77fe9b5833,,64be91c9a54983b38ff70e96ae3f7ba3a1cffc96d4f48d2eabb83f77fe9b5833
task249,F:\kaggle\neurogolf-2026\work\e_round_738493_cumulative_20260715_v1\task035_task092\package\models\task249.onnx,True,False,3,3,0,173,23,196,19.721885340769482,751,8888a63ae4c132a1b88a3704a827f4a70e79c9ed0b028a3b35e5be2fe8fd6174,,8888a63ae4c132a1b88a3704a827f4a70e79c9ed0b028a3b35e5be2fe8fd6174
task118,F:\kaggle\neurogolf-2026\work\e_round_738588_isolate_20260715_v1\task118\package\models\task118.onnx,True,False,3,3,0,8092,174,8266,15.980094004928322,1542,27712f2f76bdb42000e8ef5b3b94663d0e35745af4cdecf1375e582a87c7a1ce,,27712f2f76bdb42000e8ef5b3b94663d0e35745af4cdecf1375e582a87c7a1ce
task118,F:\kaggle\neurogolf-2026\开源code\external\datasets_v5\arman1o1_v7\task118.onnx,True,False,3,3,0,12153,130,12283,15.584028528460905,3101,229fd12ffe7f6ef7128738157e5902f4b264644044f3fce8fa0de01dcad04432,,229fd12ffe7f6ef7128738157e5902f4b264644044f3fce8fa0de01dcad04432
task133,F:\kaggle\neurogolf-2026\开源code\external\datasets_v5\arman1o1_v7\task133.onnx,True,False,3,3,0,20510,1017,21527,15.022936759805553,13799,8994704bd3337894793e3746bfde90ab6e8dba9ee2ebb0ed55fb179edfcd97a7,,8994704bd3337894793e3746bfde90ab6e8dba9ee2ebb0ed55fb179edfcd97a7
task249,F:\kaggle\neurogolf-2026\开源code\external\datasets_v5\arman1o1_v7\task249.onnx,True,False,3,3,0,168,93,261,19.435479592677307,908,066d81a6ffd9d08e76d6ad1154d8dd8948ffaff2922f6a3c08c65c9c13ececf4,,066d81a6ffd9d08e76d6ad1154d8dd8948ffaff2922f6a3c08c65c9c13ececf4
task321,F:\kaggle\neurogolf-2026\开源code\external\datasets_v5\arman1o1_v7\task321.onnx,True,False,3,3,0,0,300,300,19.2962175253438,1434,a79f593faec311fcaf005e4315ba5b195dfa14972d2d803e68ead4182e5a0d4b,,a79f593faec311fcaf005e4315ba5b195dfa14972d2d803e68ead4182e5a0d4b
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\baseline_s2_only\task118.onnx,True,False,3,3,0,8092,124,8216,15.986161248391605,1357,603d34b2596f0d14d2c421f49534f7d22d2288840f58b47b088c7fd1525e3e11,,603d34b2596f0d14d2c421f49534f7d22d2288840f58b47b088c7fd1525e3e11
task118,F:\kaggle\NGC-work\workplace E\optimized_onnx\task118_deep_20260713\baseline_s3_only\task118.onnx,False,False,3,2,1,8092,124,8216,15.986161248391605,1357,73528b0f426a989d34921887de41c56e5758a31c13d701f62ec8e5f249d77bb0,,73528b0f426a989d34921887de41c56e5758a31c13d701f62ec8e5f249d77bb0
