task,base_cost,base_points,source,sha256,bytes,valid,candidate_cost,candidate_points,delta_cost,delta_points,reason
task002,14285,15.433035,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task002.onnx,99b799926d294aca3c8f6cca5b577938f07349d98b52187e81cd1303ae78207c,6660,True,14285,15.433034685335127,0,-3.1466487371289986e-07,
task010,1002,18.090247,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task010.onnx,3f065a8894aa271eaf4c83431e8eb7933593a175bc744ed18abe31795ba8a1bd,1491,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Greater(9) node with name 'safe_name_16'
task020,1256,17.864313,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task020.onnx,b9f566d26dcd7db8a3aae121798d67517415f7878019095d983fa22ae382744f,2463,True,1256,17.864312652971854,0,-3.4702814488696276e-07,
task028,168,19.876036,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task028.onnx,9839d39735475542b50eeb72e9601a3d52c61ff4e578ed6d2858e62b19008f75,894,True,168,19.876036020596743,0,2.0596743866008183e-08,
task029,5288,16.426805,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task029.onnx,aaefe5fe1d61a97cf4936104569159359cbdd39de612c137d070dccc8ce61604,2148,True,5288,16.426804618468477,0,-3.8153152459585726e-07,
task030,2144,17.329571,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task030.onnx,f095591e93a8faea2047aae8f7a258cc64365519bb7195e348dc1b318df71558,2338,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_29'
task032,910,18.186555,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task032.onnx,ceb4063280bf7df98b687efafb01b5fdedc714737f65b70a50c4a70a941c330a,3828,True,910,18.186555400489105,0,4.0048910676659943e-07,
task036,1610,17.616011,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task036.onnx,2cec0658f87502e040a945fdb0f55b913a8661257e690fcc84586604545528a8,3635,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Less(13) node with name 'safe_name_63'
task041,1787,17.511706,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task041.onnx,400019dbef097d707f88b22cacdee535d7ec52af3334e4998babd06155300065,1048,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'output'
task045,1673,17.577626,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task045.onnx,5061669c1b6c13786b60a1dd2075be07b670a7bd2c94f142362443f4214e853e,2298,True,1673,17.577626299013176,0,2.9901317688540985e-07,
task047,862,18.240745,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task047.onnx,284de7485240fbfc570db5abf48e067e96733ca47e164ab169d595f3a0ff286c,1189,True,862,18.240744729336306,0,-2.7066369412409585e-07,
task055,3141,16.947704,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task055.onnx,7e3cc516ccc7486e4ee95167d26e964e32d31e83984baae7c5119b887a42367c,1187,True,1856,17.473821086653853,-1285,0.5261170866538514,
task073,40,21.311121,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task073.onnx,a92843b84523843e01d65daa24b5b52c90ad622a7257faa92fdc2e1b49ee1a29,356,True,40,21.311120545886062,0,-4.541139375646708e-07,
task074,9050,15.88948,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task074.onnx,81290ba00b6d94e25fa9d63683dd8ea348c76ade097e18abe670547602e8aad3,7881,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'output'
task082,190,19.752976,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task082.onnx,2446473b80e359069a2d28a6f126ad7fd5d1ef9fdfe105d156267dd5e6704202,949,True,190,19.752975927839515,0,-7.216048558689181e-08,
task087,5,23.390562,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task087.onnx,48c9eb40a5e4ab540a04d1d70e382e2ada5c1d827f52ece66633d3472395d5d3,335,True,5,23.3905620875659,0,8.756590119674001e-08,
task089,6739,16.184333,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task089.onnx,1f23b01b2c0c3081ed4920e57fe62362fce47b0a0a36959fa4e1d60642069a14,3292,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_25'
task095,345,19.156456,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task095.onnx,c02d5399a8c88c239f16e100bae2282606adc4097d81790069045ef58028b8ba,453,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for ConvInteger(10) node with name 'output'
task099,1899,17.450917,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task099.onnx,9445ddf4e5c776473baab0f5d5bb57b72c2013d7d9a69cc880c62818b931137c,4602,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Add(14) node with name 'safe_name_21'
task105,2941,17.013495,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task105.onnx,86c81fad43e9648106b29e47fc765754fd00c9fccf23644a29295cad7f02923a,5536,True,2866,17.039327391611884,-75,0.02583239161188544,
task106,626,18.56065,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task106.onnx,fb0731ec88ef43683d9cc541d32044e54a0969acc1d48640094bfd78b9de65f0,1058,True,626,18.560649628899903,0,-3.7110009643015474e-07,
task107,3681,16.78906,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task107.onnx,04253707ef83d854cc155cd03265880886f90200a8107ecaccfa1216e7ac72f9,5020,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_38'
task114,900,18.197605,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task114.onnx,9f281d94f102c1d2d9b1318655425bf814b436f71321ee307fca38991a90ae8e,3820,True,900,18.197605236675688,0,2.3667568882501655e-07,
task115,1043,18.050144,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task115.onnx,1be939c365ee5190188ef9646358ee3344b8c82ee4f952a3ac47579a00d7b9e5,2623,True,1014,18.078341815848873,-29,0.028197815848873375,
task127,396,19.018586,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task127.onnx,498834bc04f2196ff193d856c9a5e9ded0084c4915ec84f1b941831bc71e2118,826,True,396,19.01858578874552,0,-2.1125448057546237e-07,
task133,21278,15.034571,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task133.onnx,e32c4a7a83ef1e83906e6671168f04157356cc2ae6b650ff7aac5e6f5dbfd7f5,6609,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_79'
task137,3526,16.832081,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task137.onnx,4e5bd16ce5544c6bf79337445b5f3e8492d9cb8809b1e652afe475e79a3ca554,2361,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_38'
task145,12855,15.538512,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task145.onnx,047ac8be1c4a9d2e02da9e13b9f40ecfcf67c94476b70e2814f85acdecb85217,2687,False,,,,,ValidationError: Your model ir_version 13 is higher than the checker's (12).
task147,532,18.723357,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task147.onnx,c8ca286e3209cdf744bc2002dbe0fbaeb91c830321b29ed7679cd32d48f9b22b,1098,True,532,18.723356510658355,0,-4.893416445383991e-07,
task153,793,18.324177,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task153.onnx,7408b3df8e37464459a7988718edf2c5da4dc820d44874dfc37c6c10fcf839ee,3232,True,793,18.324176778365153,0,-2.216348455874595e-07,
task154,2743,17.083193,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task154.onnx,563ab8c8e823c6aee16515c6c104c7c52f9ea19bced3c9ba455ef37fb398ebd2,2995,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_55'
task155,138,20.072746,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task155.onnx,75e201025da7e58887ba8a432be211aa0cdbfb15bc23fe84ca50697267e7760f,399,True,138,20.072746314842796,0,3.1484279716664787e-07,
task157,6847,16.168434,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task157.onnx,153580a8c590c41a5658665300d1a69e8875d79dc8e1088354516dc5f78dea1a,17636,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_57'
task160,1334,17.804063,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task160.onnx,ee0f7a7512acf43d21212afbef2511089d9b0f68d7e114a00547a4c82f795baf,1025,True,1334,17.804062773524432,0,-2.264755671887997e-07,
task164,30,21.598803,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task164.onnx,568ecb283d010fbba525d7df1dbb7b87fb5c730d822e50f3406d579134c24bab,389,True,30,21.598802618337846,0,-3.816621543251131e-07,
task166,24,21.821946,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task166.onnx,63c728bcd7b2c22ff544704e46d5dc5cfeaf62f566a63c95a0241ed633350ea8,328,True,24,21.821946169652055,0,1.69652054182734e-07,
task167,146,20.016393,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task167.onnx,0faf8939dc4b8daa3b9f29dce120619920140f656c4a72a5a065f2c1177e6ddf,804,True,146,20.016393378291664,0,3.7829166288361193e-07,
task173,13383,15.498259,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task173.onnx,93a1ecb974f784fa95663af6f5dd8c87db02346bd9b65a3a4026eb865acd74d2,3938,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_53'
task182,6095,16.284776,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task182.onnx,b74b542487864ac4aa047c025671886605ef817e7e89625cabc667cf9c59cd9d,1796,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Greater(13) node with name 'safe_name_31'
task200,753,18.375935,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task200.onnx,7e3bb18aeda43f3dcda7c32be0f4a3af7bbf9e93d4617bcb30b2cd2ee4a62d52,1134,True,623,18.565453481212547,-130,0.18951848121254855,
task217,1470,17.706982,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task217.onnx,37bf056fb3c2a1506f7a374c74176e7599a12f746d0122d1d50602c2d9c17fbe,726,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(11) node with name 'safe_name_9'
task219,8739,15.924449,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task219.onnx,e70d1a9886048ef709140e482cf6b5484c35855dc26bef76dfdd7ed45d928a25,7381,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Mul(14) node with name 'safe_name_32'
task226,1534,17.664366,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task226.onnx,58000eb5cb28dc026608fc5ea17718aeaa88af23ea719c659cb493c600ecdd1e,1547,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_9'
task229,200,19.701683,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task229.onnx,4e56449b9c745647452dac693c2c5e05ac04a738c3178e6b3f5af0e88001f80c,1011,True,200,19.701682633451963,0,-3.6654803636793076e-07,
task232,1410,17.748655,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task232.onnx,0ba648b872dc83997dd5b4dffdac519a9bb354a6bc7267a967bdf3e5d714f468,5815,True,1410,17.748655016627787,0,1.6627787147172057e-08,
task236,126,20.163718,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task236.onnx,42e32c243a30339fcc1451cbfb40ff49924e0876cccb90e990801b1ee1ac8e6b,460,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for ConvInteger(10) node with name 'output'
task243,13654,15.478212,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task243.onnx,c96d6c6211ee817f0c460dfcd3e0f1fbfeed67510eb788093c063110d60b875e,94792,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Greater(13) node with name 'safe_name_2580'
task246,2634,17.123741,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task246.onnx,b06b4933e61766d2ae744d857a7eacc25f5e3d62ebe979b135b32ea1ce47d58a,2261,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_23'
task251,4920,16.498936,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task251.onnx,d4e87791466ca36a99d3e7d4b0ca216350af6d770ca4b611ec20a9f9845270fd,1741,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_12'
task256,2251,17.28087,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task256.onnx,8af38895d1672b55cb529d5e1e94e5e4ca8be69d25c4967372fc072eba6dd9e4,1290,True,2114,17.343662833569816,-137,0.0627928335698158,
task263,670,18.492722,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task263.onnx,f40d83d97fd368027e34fcd949189bd0337151b037e1f139f5fe31169fd8d91a,3006,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(11) node with name 'safe_name_28'
task264,2329,17.246806,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task264.onnx,9ba0308a4cd4cc34b7901963a9a9dec9a9d2ec7d01e237f8e383c1133d08f7b8,7997,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_30'
task282,446,18.899681,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task282.onnx,5cb5d47bbb8caca6356eadf745cbe864076fb24f2a74a041c0afd33cdb363288,590,True,446,18.899681047979936,0,4.7979934691966264e-08,
task287,1994,17.402102,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task287.onnx,0d4f96eb80efe39c46a91934171d89f353faeabefcc1942c6e767fb2d2079b0b,3827,True,910,18.186555400489105,-1084,0.784453400489106,
task292,80,20.617973,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task292.onnx,f5dbb65451bb16d37f5e44041120e559dd95ac030ffb9d13dc5ac7c8850119d5,499,True,80,20.61797336532612,0,3.653261195779578e-07,
task296,314,19.250607,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task296.onnx,969ee923990913031346d7f4b1ac6ac830e4e14a062a308549599277895b7252,2112,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_64'
task314,100,20.39483,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task314.onnx,490640f5ad310f8c61668c2d7869e4b374ce44443c4f29c8dba3cafbacf46806,609,True,100,20.394829814011906,0,-1.8598809248260295e-07,
task331,910,18.186555,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task331.onnx,159b7db4377d2a7d75a15aa8f84344e6d919741566944220da8f361aa1da572a,3836,True,910,18.186555400489105,0,4.0048910676659943e-07,
task353,244,19.502832,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task353.onnx,a528dd57111541feef04f33306682699cb6874ed80ea35870435588654c020e0,1370,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Add(14) node with name 'safe_name_15'
task357,291,19.326677,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task357.onnx,1b3b6a46009a3341a42e9a37b370a0a7485bff76a579e0ec7291351543b5e5fa,602,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Div(14) node with name 'safe_name_8'
task358,4027,16.699223,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task358.onnx,6210d36ab1b666d9b08af234bbfe02593185a452961495f42aa83bc6ca65aaf9,2604,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_60'
task359,4342,16.62391,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task359.onnx,13ef671c619aab6d1ab151d93df58546a3f2b377c9458e65d2853e568e3078c0,1350,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_23'
task363,4612,16.563583,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task363.onnx,3bc6b4775f68655272113fb7e06efc4b38b55319d21cb5955f0420d0f99a244a,2796,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_45'
task384,481,18.824133,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task384.onnx,65104af3496462b01344bbccc0e06d61b749d7ab8979e8088927f9d2968c9488,1435,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Mul(14) node with name 'safe_name_19'
task386,211,19.648142,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task386.onnx,d5f7d91542d4c69bf530754ae928f32547df683099854af1663ec93d909d706e,611,True,211,19.648141866523932,0,-1.3347606753200125e-07,
task390,3082,16.966666,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task390.onnx,02be4594832d3034b68312632565946867c2a8f1cd18c7d62bc972c5800c72b6,5750,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_52'
task400,1181,17.925883,work/public-kernel-outputs/latest_lucifer_agi_core_0709/submission.zip::task400.onnx,dda5a33e0e9e5108373e2418599b91b754a5bb89605a162e4d5b61cea8c821aa,652,True,1181,17.92588318380264,0,1.8380264066308882e-07,
task002,14285,15.433035,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task002.onnx,d97c7d47649ea943c35c7062a4e257c0fe467a4fc308c6df870ddabf94f39e94,12833,True,14285,15.433034685335127,0,-3.1466487371289986e-07,
task010,1002,18.090247,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task010.onnx,3f065a8894aa271eaf4c83431e8eb7933593a175bc744ed18abe31795ba8a1bd,1491,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Greater(9) node with name 'safe_name_16'
task020,1256,17.864313,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task020.onnx,f7db49fb30f6b2eff78ce6c117efd540906d9d1a5fe12062ca9dcf9bbb6ee009,3335,True,1256,17.864312652971854,0,-3.4702814488696276e-07,
task028,168,19.876036,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task028.onnx,70d055d527158aa58d649de095e8f8c932b6852fae95be66a3dd6f1a1c5baedb,963,True,168,19.876036020596743,0,2.0596743866008183e-08,
task029,5288,16.426805,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task029.onnx,afb5f0166ba1ed3bd0bef01baca1605d07943e9a1c3766adc9284ec96d446bd3,2354,True,5288,16.426804618468477,0,-3.8153152459585726e-07,
task030,2144,17.329571,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task030.onnx,2cca72f3f7f65f4c2319beeeae8bc2b49d6bb9652e787824f6d3ca722542b1d5,2606,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Sub(14) node with name 'safe_name_29'
task032,910,18.186555,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task032.onnx,ceb4063280bf7df98b687efafb01b5fdedc714737f65b70a50c4a70a941c330a,3828,True,910,18.186555400489105,0,4.0048910676659943e-07,
task036,1610,17.616011,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task036.onnx,408e601d6479f3a1f652112888e52c78699d7731f3412d5488a5909c2ea53ae5,4233,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Less(13) node with name 'safe_name_63'
task041,1787,17.511706,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task041.onnx,9fb1e714e20f32f128f2e0d784592ded91f0fa89645787d11e687c65bff6a0eb,1354,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'output'
task045,1673,17.577626,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task045.onnx,705abb769fa43025f5378bca53c2cd10771ac88312406183cbbf4d7c9a840689,2970,True,1673,17.577626299013176,0,2.9901317688540985e-07,
task047,862,18.240745,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task047.onnx,7a9b76d46fa67b896ead9c80c3c13e8a408bb0d969aa6c4054fb74c6bb0caf58,2305,True,862,18.240744729336306,0,-2.7066369412409585e-07,
task055,3141,16.947704,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task055.onnx,c10324dc3827ff7efc3a305ecb421cffaf454e48cbacf77395e3f90cce454584,1243,True,1856,17.473821086653853,-1285,0.5261170866538514,
task073,40,21.311121,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task073.onnx,e4316bf775feba0bc9dc82c0472b0b990aefde5fb40341dc51ca6d6f221e9fac,371,True,40,21.311120545886062,0,-4.541139375646708e-07,
task074,9050,15.88948,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task074.onnx,1da6eb4193b945cd8e974b30162f8ecc40231d1f4ffa8786285179e299df351e,8001,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'output'
task082,190,19.752976,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task082.onnx,e050837db177e7d6b2e5ad5c4cd76bcf19e85a0aedf3fc265056d75870d80446,989,True,190,19.752975927839515,0,-7.216048558689181e-08,
task087,5,23.390562,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task087.onnx,d4830ee432562703ce0e624377faf58bf72b5433e6b4616e8268be0d20a86dc8,382,True,5,23.3905620875659,0,8.756590119674001e-08,
task089,6739,16.184333,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task089.onnx,ad3b8a7ebbebaaaa65548d3e085ebd6936f24e0366447b8628cbb1c3fbd209f3,6635,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_25'
task095,345,19.156456,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task095.onnx,e3212af213f8b2799ceaa19a24ec62248dfb084bf6216535e58cb6020a2e8f7d,587,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for ConvInteger(10) node with name 'output'
task099,1899,17.450917,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task099.onnx,ab94772539ef0dbfdc58037072177708007665f218165e04cac7062f626749df,9183,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Add(14) node with name 'safe_name_21'
task105,2941,17.013495,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task105.onnx,302d69cd545e634d006a78d3959611154b7f0f082ef7b60527e45244cd8e79ed,6507,True,2866,17.039327391611884,-75,0.02583239161188544,
task106,626,18.56065,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task106.onnx,e1830f3821bacd5471705e7a966cdea81ee40634c2132e856403d4a2f2321448,1177,True,626,18.560649628899903,0,-3.7110009643015474e-07,
task107,3681,16.78906,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task107.onnx,a48aee82a962e6841223ed81f7a4af5fe15e4cc08da8b04b261f053bdf565e6c,5774,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_33'
task114,900,18.197605,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task114.onnx,73a3da0a6b40bf1ac49e7095185ec632fd838bc9a57322d5876e09d66f28afbd,3835,True,900,18.197605236675688,0,2.3667568882501655e-07,
task115,1043,18.050144,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task115.onnx,3d1c4857fc063a6cfadb4333ebf89b1082e9e12613cdfba67f6f741d0a13a34d,3437,True,1014,18.078341815848873,-29,0.028197815848873375,
task127,396,19.018586,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task127.onnx,2421f9f0f87224c60a248e8d2e6577324615aef1a990193582137234da46f320,1009,True,396,19.01858578874552,0,-2.1125448057546237e-07,
task133,21278,15.034571,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task133.onnx,387342495b3dee33a80b27ff571cba8babb42398b79b1fb25a4bd83e2b55c536,6941,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Equal(13) node with name 'safe_name_79'
task137,3526,16.832081,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task137.onnx,ca3758bf7f3244d531c543412a3700385691adebbfdc6578ecaea416561f6469,2695,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_38'
task145,12855,15.538512,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task145.onnx,2dbfb6f9d5ea294d2e0be0fbfd5fbb2460a1e249de794bd3bb31f95a48b4f883,3877,False,,,,,ValidationError: Your model ir_version 13 is higher than the checker's (12).
task147,532,18.723357,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task147.onnx,f8c50aeec09138e2867f0b468a7f41db144b8a4a6df6a3889a0a8801a6aa4d2b,1309,True,532,18.723356510658355,0,-4.893416445383991e-07,
task153,793,18.324177,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task153.onnx,cc41bafe54a98f1d19c700807c9620636cc7f839ac016b8c89ed74de2006562e,5644,True,793,18.324176778365153,0,-2.216348455874595e-07,
task154,2743,17.083193,work/public-kernel-outputs/latest_ryosuke_726683/submission.zip::task154.onnx,7b40abef1673818c738f89fdaea726928d9b1fbafe0f05c5b940b93ba499529a,3733,False,,,,,NotImplemented: [ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_55'
